rank,korean_spelling,english_spelling_romanization,frequency_band,syllables,token_note,source_url
15266,통계학,tonggyehak,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15267,투신,tusin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15268,틀림,teulrim,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15269,파시스트,pasiseuteu,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15270,팍팍,pakpak,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15271,패자,paeja,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15272,포주,poju,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15273,폭격기,pokgyeokgi,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15274,폭설,pokseol,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15275,풀린,pulrin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15276,프랑스인,peurangseuin,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15277,프리스,peuriseu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15278,피카소,pikaso,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15279,한림,hanrim,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15280,함성,hamseong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15281,합하,hapha,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15282,해뒀,haedwot,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15283,허블,heobeul,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15284,후대,hudae,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15286,히스,hiseu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15316,가급적,gageupjeok,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15317,가르칠,gareuchil,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15318,가리킨다,garikinda,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15319,가릴,garil,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15320,가성,gaseong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15321,가주,gaju,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15322,갈께요,galkkeyo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15323,갈릴레오,galrilreo,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15324,갈아타,galata,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15325,결속,gyeolsok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15326,경련,gyeongryeon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15327,경화,gyeonghwa,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15328,고뇌,gonoe,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15329,고어,goeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15330,고음,goeum,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15331,고혈압,gohyeolap,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15333,과대,gwadae,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15334,굴러가,gulreoga,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15335,그야,geuya,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15336,극동,geukdong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15337,글러브,geulreobeu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15338,기립,girip,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15339,기울여,giulyeo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15340,꼬이,kkoi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15341,꼭지,kkokji,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15342,꼼짝,kkomjjak,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15343,꾸민,kkumin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15344,나탈리,natalri,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15345,나폴레옹,napolreong,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15346,난장판,nanjangpan,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15347,남측,namcheuk,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15348,내세웠,naesewot,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15349,내진,naejin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15351,노량진,noryangjin,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15352,녹이,noki,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15353,놀라울,nolraul,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15354,놨다,nwatda,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15355,니어,nieo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15356,다가와,dagawa,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15357,다이너마이트,daineomaiteu,15001-16000,6,Supplementary frequency token,https://github.com/rspeer/wordfreq
15358,단체전,danchejeon,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15359,달라요,dalrayo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15360,담론,damron,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15361,당부,dangbu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15362,당한다,danghanda,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15363,당해서,danghaeseo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15364,대구광역시,daegugwangyeoksi,15001-16000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
15365,대대로,daedaero,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15366,대란,daeran,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15367,도지사,dojisa,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15368,돌려야,dolryeoya,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15369,돌봄,dolbom,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15370,동족,dongjok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15371,드나들,deunadeul,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15372,드려도,deuryeodo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15373,들어줄,deuleojul,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15374,딸린,ttalrin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15375,땡기,ttaenggi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15377,라데,rade,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15378,라운지,raunji,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15379,럭스,reokseu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15380,런지,reonji,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15381,레디,redi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15382,로딩,roding,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15383,로션,rosyeon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15384,롯데시네마,rotdesinema,15001-16000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
15385,루디,rudi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15387,리플,ripeul,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15388,마주쳤,majuchyeot,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15389,마칠,machil,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15390,마커스,makeoseu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15391,마하,maha,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15392,망한,manghan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15393,매리,maeri,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15395,메리트,meriteu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15396,메이크,meikeu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15397,무서울,museoul,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15398,묵묵히,mukmukhi,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15399,물어뜯,muleotteut,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15400,미카엘,mikael,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15401,바울,baul,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15402,바쳐,bachyeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15403,바칠,bachil,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15404,반스,banseu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15405,받아들인,batadeulin,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15406,발췌,balchwe,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15407,버프,beopeu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15408,보병,bobyeong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15409,보소,boso,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15410,보이콧,boikot,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15411,부산광역시,busangwangyeoksi,15001-16000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
15412,부정부패,bujeongbupae,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15413,블랙리스트,beulraekriseuteu,15001-16000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
15414,블루투스,beulrutuseu,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15415,비호,biho,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15416,빈티지,bintiji,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15417,빌어먹,bileomeok,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15418,사각형,sagakhyeong,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15419,사시,sasi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15420,사울,saul,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15421,사토,sato,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15422,새만금,saemangeum,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15423,서머,seomeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15424,섞이,seoki,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15425,선발전,seonbaljeon,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15426,선샤인,seonsyain,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15427,세레,sere,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15428,세터,seteo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15429,소르,soreu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15431,수감자,sugamja,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15432,수납,sunap,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15433,수십억,susipeok,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15434,수줍,sujup,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15435,쉐보레,swebore,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15436,스카프,seukapeu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15437,스트로,seuteuro,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15438,시즈,sijeu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15439,신조어,sinjoeo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15440,실까요,silkkayo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15441,실루엣,silruet,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15442,실바,silba,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15443,아스팔트,aseupalteu,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15444,아자,aja,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15445,악질,akjil,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15446,암석,amseok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15447,암세포,amsepo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15448,앞바다,apbada,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15449,앨리,aelri,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15450,양키스,yangkiseu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15451,어니,eoni,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15452,어머나,eomeona,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15453,역사학,yeoksahak,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15454,연우,yeonu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15455,였으니,yeoteuni,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15456,영미,yeongmi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15457,영산,yeongsan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15458,오아시스,oasiseu,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15459,오역,oyeok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15460,오인,oin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15461,올라타,olrata,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15462,올리비아,olribia,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15463,완비,wanbi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15464,왔으나,wateuna,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15465,용해,yonghae,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15466,우니,uni,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15467,우도,udo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15468,울릉도,ulreungdo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15469,원예,wonye,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15470,유기농,yuginong,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15471,유나,yuna,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15472,유전체,yujeonche,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15473,유코,yuko,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15474,유토피아,yutopia,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15475,육안,yukan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15476,응고,eunggo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15477,응력,eungryeok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15478,의복,uibok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15479,이병헌,ibyeongheon,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15480,이해관계,ihaegwangye,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15481,인계,ingye,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15482,인부,inbu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15483,일간지,ilganji,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15484,일리노이,ilrinoi,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15485,잘라서,jalraseo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15486,잡담,japdam,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15487,잡초,japcho,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15488,장례식장,jangryesikjang,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15489,장흥,jangheung,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15490,저속,jeosok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15491,저질,jeojil,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15492,저해,jeohae,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15493,전갈,jeongal,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15494,전교조,jeongyojo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15495,전극,jeongeuk,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15496,전범,jeonbeom,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15497,전시실,jeonsisil,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15498,전우,jeonu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15499,전해진다,jeonhaejinda,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15500,절경,jeolgyeong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15501,정찰기,jeongchalgi,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15502,젖꼭지,jeotkkokji,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15503,제품군,jepumgun,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15504,주술,jusul,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15505,중첩,jungcheop,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15506,지남,jinam,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15507,지켜볼,jikyeobol,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15508,지훈,jihun,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15509,직시,jiksi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15510,차고,chago,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15511,참신,chamsin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15512,창밖,changbak,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15513,챙겨서,chaenggyeoseo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15514,처단,cheodan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15515,추월,chuwol,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15516,치프,chipeu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15517,카사,kasa,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15518,카타르,katareu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15520,커밍아웃,keomingaut,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15521,커진,keojin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15523,콩쿠르,kongkureu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15524,쾌감,kwaegam,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15525,쿠페,kupe,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15526,크리스토프,keuriseutopeu,15001-16000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
15527,크리켓,keuriket,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15528,타도,tado,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15529,타이머,taimeo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15530,탄환,tanhwan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15531,탐험가,tamheomga,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15532,텀블러,teombeulreo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15533,통일부,tongilbu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15534,통찰력,tongchalryeok,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15535,트리트,teuriteu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15536,특이점,teukijeom,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15537,파스텔,paseutel,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15538,파출소,pachulso,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15539,패티,paeti,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15540,퍼부,peobu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15541,퍼시,peosi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15542,편할,pyeonhal,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15543,평점,pyeongjeom,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15544,포레스트,poreseuteu,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15545,폭언,pokeon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15546,프런트,peureonteu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15547,플렉스,peulrekseu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15548,피리,piri,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15549,픽션,piksyeon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15550,필터링,pilteoring,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15551,하류,haryu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15552,학동,hakdong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15553,해금,haegeum,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15554,해머,haemeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15555,해부,haebu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15556,헤비,hebi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15557,혈소판,hyeolsopan,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15558,호도,hodo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15559,환각,hwangak,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15560,회기,hoegi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15561,효도,hyodo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15590,간소,ganso,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15591,감염자,gamyeomja,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15592,거장,geojang,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15593,경질,gyeongjil,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15594,고성능,goseongneung,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15595,고은,goeun,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15596,고쳐야,gochyeoya,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15597,공권력,gonggwonryeok,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15598,공문,gongmun,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15599,과업,gwaeop,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15600,교육자,gyoyukja,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15601,교육학,gyoyukhak,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15602,구해야,guhaeya,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15603,구획,guhoek,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15604,국고,gukgo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15605,국밥,gukbap,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15606,균일,gyunil,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15607,그랑프리,geurangpeuri,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15608,금세,geumse,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15609,길버트,gilbeoteu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15610,김동현,gimdonghyeon,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15611,김영철,gimyeongcheol,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15613,끊겼,kkeunhgyeot,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15614,나기사,nagisa,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15615,나아,naa,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15616,난입,nanip,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15617,남양주시,namyangjusi,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15618,남짓,namjit,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15621,넓혀,neolbhyeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15622,네코,neko,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15623,누렸,nuryeot,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15624,니야,niya,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15625,단기간,dangigan,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15626,단비,danbi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15627,당뇨,dangnyo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15628,대군,daegun,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
