rank,korean_spelling,english_spelling_romanization,frequency_band,syllables,token_note,source_url
15629,대낮,daenat,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15630,대명,daemyeong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15631,대할,daehal,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15632,댄다,daenda,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15633,덮여,deopyeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15634,데코,deko,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15635,도망쳐,domangchyeo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15636,도색,dosaek,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15637,도정,dojeong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15638,돼도,dwaedo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15639,두피,dupi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15640,득표,deukpyo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15641,들켰,deulkyeot,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15642,따내,ttanae,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15643,라이스,raiseu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15644,랄프,ralpeu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15645,레이븐,reibeun,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15646,리턴,riteon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15647,만장,manjang,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15648,말랐,malrat,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15649,맞선,matseon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15651,멧돼지,metdwaeji,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15652,명료,myeongryo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15653,명복,myeongbok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15654,몬테,monte,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15655,몸집,momjip,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15656,무적,mujeok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15657,문답,mundap,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15659,미식,misik,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15660,민호,minho,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15661,밀스,milseu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15662,바느질,baneujil,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15663,밧줄,batjul,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15664,방주,bangju,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15665,배관,baegwan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15666,백마,baekma,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15667,백서,baekseo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15669,벌어질,beoleojil,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15670,병자,byeongja,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15671,보안법,boanbeop,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15672,보증금,bojeunggeum,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15673,분석가,bunseokga,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15674,분홍,bunhong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15675,브라더스,beuradeoseu,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15676,비버,bibeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15677,비와,biwa,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15678,빨갛,ppalgat,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15679,산만,sanman,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15680,새싹,saessak,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15682,생포,saengpo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15683,서한,seohan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15684,선대,seondae,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15685,선지자,seonjija,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15686,설명서,seolmyeongseo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15687,성교,seonggyo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15688,셀렉,selrek,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15689,소나기,sonagi,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15690,소드,sodeu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15691,소울메이트,soulmeiteu,15001-16000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
15692,소질,sojil,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15693,속여,sokyeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15694,속편,sokpyeon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15695,수레,sure,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15696,수스,suseu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15697,수진,sujin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15698,숨결,sumgyeol,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15699,스캐너,seukaeneo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15700,스쿼드,seukwodeu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15701,시제품,sijepum,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15702,신중히,sinjunghi,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15703,실세,silse,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15704,아닐지,anilji,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15705,아포,apo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15706,악용,akyong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15707,알린,alrin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15708,알아냈,alanaet,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15709,알차,alcha,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15710,야호,yaho,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15711,에반스,ebanseu,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15712,에스프레소,eseupeureso,15001-16000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
15713,에티오피아,etiopia,15001-16000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
15714,연금술사,yeongeumsulsa,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15715,열전,yeoljeon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15716,예천,yecheon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15718,오수,osu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15719,오지마,ojima,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15720,올려요,olryeoyo,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15721,올지,olji,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15722,와플,wapeul,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15723,원안,wonan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15724,위계,wigye,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15725,위스콘신,wiseukonsin,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15726,윌리,wilri,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15727,유보,yubo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15728,유스케,yuseuke,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15730,은색,eunsaek,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15731,이너,ineo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15732,이체,iche,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15733,입장권,ipjanggwon,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15734,자락,jarak,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15735,잔여,janyeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15736,정벌,jeongbeol,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15737,정수기,jeongsugi,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15738,조우,jou,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15739,종교인,jonggyoin,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15740,중대장,jungdaejang,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15741,지른,jireun,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15742,지반,jiban,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15743,진료소,jinryoso,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15744,쫓아가,jjotaga,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15745,찬미,chanmi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15746,창시자,changsija,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15748,철자,cheolja,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15749,초석,choseok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15750,총판,chongpan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15751,취임식,chwiimsik,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15752,카누,kanu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15753,크리스찬,keuriseuchan,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15754,킬로,kilro,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15755,타석,taseok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15756,타의,taui,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15757,탄성,tanseong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15758,테마파크,temapakeu,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15759,투척,tucheok,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15760,트래픽,teuraepik,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15761,트리오,teurio,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15762,특파원,teukpawon,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15763,팔린,palrin,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15764,페퍼,pepeo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15765,프라이버시,peuraibeosi,15001-16000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
15766,프리티,peuriti,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15767,한국식,hanguksik,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15768,한솔,hansol,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15769,한전,hanjeon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15770,할지라도,haljirado,15001-16000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
15771,해짐,haejim,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15772,행크,haengkeu,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15773,현안,hyeonan,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15774,호이,hoi,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15775,혼잣말,honjatmal,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15776,홍조,hongjo,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15777,화순,hwasun,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15778,화염,hwayeom,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15779,회동,hoedong,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15780,휴양지,hyuyangji,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15781,흠집,heumjip,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15822,가디건,gadigeon,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
15823,가변,gabyeon,15001-16000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
15824,가입자,gaipja,15001-16000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
